Tx,Ty,Tz,A1x,A1y,A1z,A2x,A2y,A2z
-4.817536741017623969e-01,8.763066800438377157e-01,-1.251607166317409328e-13,8.763066800438377157e-01,4.817536741017623969e-01,1.251258171183573156e-16,6.040628367993751435e-14,-1.096188922413466943e-13,-1.000000000000000000e+00
-4.954586684324089330e-01,8.686315144381904219e-01,-5.268713990615928837e-14,8.686315144381904219e-01,4.954586684324089330e-01,7.738054158047351854e-17,2.617151535843880854e-14,-4.572737126800992436e-14,-1.000000000000000000e+00
-5.090414157503360126e-01,8.607420270039646271e-01,6.626155586390424993e-14,8.607420270039646271e-01,5.090414157503360126e-01,1.507930459183458160e-16,-3.360008229477993489e-14,5.711086581231295538e-14,-1.000000000000000000e+00
-5.224985647160257374e-01,8.526401643540451047e-01,2.990973008512933706e-15,8.526401643540449937e-01,5.224985647160257374e-01,1.661627057222778679e-16,-1.421102107335825595e-15,2.637043492806201600e-15,-1.000000000000000000e+00
-5.358267949789864426e-01,8.443279255020215146e-01,1.325231117287709606e-13,8.443279255020215146e-01,5.358267949789864426e-01,2.020841048159961700e-16,-7.083880896527325513e-14,1.120012460852255461e-13,-1.000000000000000000e+00
-5.490228179982817869e-01,8.358073613681717973e-01,-5.452773867855259078e-14,8.358073613681717973e-01,5.490228179982817869e-01,1.984027105972899882e-16,3.010279919440546169e-14,-4.546575777102361275e-14,-1.000000000000000000e+00
-5.620833778522169588e-01,8.270805742745030997e-01,-1.251607166317765010e-13,8.270805742745030997e-01,5.620833778522170698e-01,1.251626480565094080e-16,7.045427797362539355e-14,-1.034476455444175278e-13,-1.000000000000000000e+00
-5.750052520430702918e-01,8.181497174251698423e-01,6.810215463784657224e-14,8.181497174251698423e-01,5.750052520430702918e-01,1.086755269265716112e-16,-3.907018374056510788e-14,5.578024757175072333e-14,-1.000000000000000000e+00
-5.877852522925224310e-01,8.090169943749117021e-01,4.049317302610446392e-14,8.090169943749115911e-01,5.877852522925223200e-01,-1.548383551138965194e-17,-2.381381660934039308e-14,3.275056396411975854e-14,-1.000000000000000000e+00
-6.004202253258359434e-01,7.996846584871266650e-01,2.135094577829835321e-13,7.996846584871267760e-01,6.004202253258359434e-01,9.762226392283024972e-17,-1.281173297244701486e-13,1.707988522126581127e-13,-1.000000000000000000e+00
-6.129070536528509194e-01,7.901550123757877797e-01,1.362043092769557763e-13,7.901550123757877797e-01,6.129070536528509194e-01,2.035504276700415775e-16,-8.331974550306590819e-14,1.077472751752616438e-13,-1.000000000000000000e+00
-6.252426563358078893e-01,7.804304073382474227e-01,7.063297795173224366e-14,7.804304073382474227e-01,6.252426563358078893e-01,1.298730936422648663e-17,-4.415261506831226451e-14,5.513224397418938701e-14,-1.000000000000000000e+00
-6.374239897487750106e-01,7.705132427757187541e-01,-9.939233379466311864e-14,7.705132427757187541e-01,6.374239897487750106e-01,8.433480516906117931e-17,6.342003904204582749e-14,-7.652935239118697826e-14,-1.000000000000000000e+00
-6.494480483304394536e-01,7.604059655998123279e-01,-1.435667043722020192e-13,7.604059655998123279e-01,6.494480483304395646e-01,-6.049071329169284860e-18,9.323451620983477164e-14,-1.091729070236960475e-13,-1.000000000000000000e+00
-6.613118653236204070e-01,7.501110696304872372e-01,3.681197547799196472e-14,7.501110696304872372e-01,6.613118653236204070e-01,-1.477158214861029075e-17,-2.435527649688387149e-14,2.760330167846334233e-14,-1.000000000000000000e+00
-6.730125135098200539e-01,7.396310949785671607e-01,-1.217095939311979281e-13,7.396310949785671607e-01,6.730125135098200539e-01,4.290719522472991211e-18,8.191525327947371205e-14,-9.001731252079811475e-14,-1.000000000000000000e+00
-6.845471059287061566e-01,7.289686274213951211e-01,-1.104359264496245216e-14,7.289686274213951211e-01,6.845471059287060456e-01,-2.060289684139772764e-17,7.544840518733212104e-15,-8.064536225605818925e-15,-1.000000000000000000e+00
-6.959127965922238257e-01,7.181262977632765221e-01,3.727212517412055749e-14,7.181262977632765221e-01,6.959127965922238257e-01,1.232596537776324598e-16,-2.584963286602675040e-14,2.685187123142799562e-14,-1.000000000000000000e+00
-7.071067811865436870e-01,7.071067811865513475e-01,3.313077793210301828e-14,7.071067811865513475e-01,7.071067811865436870e-01,7.785996510091182994e-17,-2.337194243246973540e-14,2.348205305108159700e-14,-1.000000000000000000e+00
-7.181262977631450717e-01,6.959127965923593839e-01,1.444870037584235858e-13,6.959127965923594950e-01,7.181262977631450717e-01,7.240603403697560555e-17,-1.037095287982895258e-13,1.006023515339339985e-13,-1.000000000000000000e+00
-7.289686274214107753e-01,6.845471059286895033e-01,-1.177983215361835127e-13,6.845471059286896143e-01,7.289686274214107753e-01,6.634064221520542800e-17,8.591669405741154569e-14,-8.059013984395375872e-14,-1.000000000000000000e+00
-7.396310949788631461e-01,6.730125135094946476e-01,-1.263110908649609280e-13,6.730125135094947586e-01,7.396310949788631461e-01,5.707930939451014115e-17,9.346202553391072418e-14,-8.496672711504544764e-14,-1.000000000000000000e+00
-7.501110696305206549e-01,6.613118653235826594e-01,-1.619726921100038239e-13,6.613118653235825484e-01,7.501110696305205439e-01,1.799982013260990150e-16,1.216165442758438144e-13,-1.069794445074206673e-13,-1.000000000000000000e+00
-7.604059655999776401e-01,6.494480483302460527e-01,1.410358810558649089e-13,6.494480483302460527e-01,7.604059655999776401e-01,6.722431218158398534e-17,-1.072008666201818785e-13,9.164659546428440800e-14,-1.000000000000000000e+00
-7.705132427757543923e-01,6.374239897487319340e-01,-1.472479019423888724e-14,6.374239897487319340e-01,7.705132427757543923e-01,-3.324411348303322098e-19,1.134543393580111144e-14,-9.386190664121586281e-15,-1.000000000000000000e+00
-7.804304073382696272e-01,6.252426563357802447e-01,-7.316380126493997433e-14,6.252426563357801337e-01,7.804304073382696272e-01,1.398817855912656364e-16,5.718671528280938470e-14,-4.563596145160598341e-14,-1.000000000000000000e+00
-7.901550123756989619e-01,6.129070536529653834e-01,2.944958038566693054e-14,6.129070536529653834e-01,7.901550123756989619e-01,1.165130242257283787e-16,-2.319832189970540848e-14,1.814191889559428813e-14,-1.000000000000000000e+00
-7.996846584871557528e-01,6.004202253257971966e-01,5.360743929457024058e-14,6.004202253257971966e-01,7.996846584871557528e-01,2.483483652775851948e-16,-4.271993340321007000e-14,3.238559115805771079e-14,-1.000000000000000000e+00
-8.090169943749855319e-01,5.877852522924208456e-01,-5.889916076991836693e-14,5.877852522924208456e-01,8.090169943749855319e-01,8.668569780537716971e-18,4.765551727476387091e-14,-3.461304505268893293e-14,-1.000000000000000000e+00
-8.181497174249833249e-01,5.750052520433357461e-01,-2.135094577844645711e-13,5.750052520433357461e-01,8.181497174249833249e-01,4.574995072872892322e-17,1.747090090158708365e-13,-1.227316292777310670e-13,-1.000000000000000000e+00
-8.270805742746341060e-01,5.620833778520242241e-01,7.362395094195590626e-15,5.620833778520242241e-01,8.270805742746341060e-01,5.906657371419121669e-17,-6.056093623272619740e-15,4.187132719334597566e-15,-1.000000000000000000e+00
-8.358073613681342717e-01,5.490228179983388523e-01,1.444870037584056124e-13,5.490228179983387413e-01,8.358073613681341607e-01,7.234521713925316153e-17,-1.207235821883181762e-13,7.938712863262117428e-14,-1.000000000000000000e+00
-8.443279255018960594e-01,5.358267949791840623e-01,1.951034700440601565e-13,5.358267949791840623e-01,8.443279255018960594e-01,1.874182799148941460e-16,-1.646308843842753199e-13,1.046999095305076796e-13,-1.000000000000000000e+00
-8.526401643542155240e-01,5.224985647157477375e-01,-2.689574958502601077e-13,5.224985647157477375e-01,8.526401643542154130e-01,6.393071604720645939e-17,2.293573671734398874e-13,-1.404753956550648203e-13,-1.000000000000000000e+00
-8.607420270039448651e-01,5.090414157503694303e-01,-1.619726921096702052e-13,5.090414157503693193e-01,8.607420270039447541e-01,1.797726902974349943e-16,1.395082150705456248e-13,-8.229607059455863395e-14,-1.000000000000000000e+00
-8.686315144383922604e-01,4.954586684320551049e-01,-1.263110908648870906e-13,4.954586684320551049e-01,8.686315144383923714e-01,5.708568882521333306e-17,1.097460777477041311e-13,-6.253233845978027843e-14,-1.000000000000000000e+00
-8.763066800438393811e-01,4.817536741017593438e-01,1.251607166308062147e-13,4.817536741017593438e-01,8.763066800438393811e-01,1.064034049551610147e-16,-1.096279118313754589e-13,6.038987710464169109e-14,-1.000000000000000000e+00
-8.837656300886129745e-01,4.679298142607252742e-01,1.417261055959262337e-13,4.679298142607252742e-01,8.837656300886129745e-01,6.741888935473471484e-17,-1.252211137036156273e-13,6.637745276462817884e-14,-1.000000000000000000e+00
-8.910065241884068676e-01,4.539904997394703656e-01,-1.104359264363026299e-13,4.539904997394703101e-01,8.910065241884068676e-01,2.165633288534079598e-16,9.849744865342800472e-14,-4.994390209310006173e-14,-1.000000000000000000e+00
-8.980275757606279718e-01,4.399391698558899333e-01,5.360743929521326950e-14,4.399391698558899888e-01,8.980275757606279718e-01,2.479925674576055735e-16,-4.803185710875767029e-14,2.380671650579674821e-14,-1.000000000000000000e+00
-9.048270524660925185e-01,4.257792915649175058e-01,2.944958038635663478e-14,4.257792915649175058e-01,9.048270524660925185e-01,1.161307972270487823e-16,-2.659733092877812473e-14,1.264409976074250482e-14,-1.000000000000000000e+00
-9.114032766354290827e-01,4.115143586051448477e-01,4.601496916182387412e-16,4.115143586051447921e-01,9.114032766354289716e-01,4.555642616660409377e-17,-4.006348131893522504e-16,2.308784812886776470e-16,-1.000000000000000000e+00
-9.177546256840485306e-01,3.971478906346249671e-01,-4.785556812634536388e-14,3.971478906346249671e-01,9.177546256840485306e-01,7.538730313033760433e-18,4.392266300353345702e-14,-1.899881923188308108e-14,-1.000000000000000000e+00
-9.238795325112998391e-01,3.826834323650580849e-01,-2.135094577846874212e-13,3.826834323650580849e-01,9.238795325112998391e-01,4.602746216654277003e-17,1.972746319920631007e-13,-8.166400831721755526e-14,-1.000000000000000000e+00
-9.297764858882326955e-01,3.681245526847252703e-01,1.951034700441269257e-13,3.681245526847252703e-01,9.297764858882326955e-01,1.872745052608189477e-16,-1.813336784187500145e-13,7.199650106862977673e-14,-1.000000000000000000e+00
-9.354440308297864437e-01,3.534748437794710263e-01,1.444870037583067587e-13,3.534748437794710818e-01,9.354440308297864437e-01,7.226519814972857383e-17,-1.351339612685623191e-13,5.114012112987722702e-14,-1.000000000000000000e+00
-9.408807689542004749e-01,3.387379202453607574e-01,4.417437057764821146e-14,3.387379202453608129e-01,9.408807689542004749e-01,1.716803165009136077e-16,-4.150466112380687236e-14,1.512506512582409336e-14,-1.000000000000000000e+00
-9.460853588276385562e-01,3.239174181978773381e-01,-1.263110908647575155e-13,3.239174181978772826e-01,9.460853588276384452e-01,5.710305375733175793e-17,1.195195703984388443e-13,-4.086033807956557548e-14,-1.000000000000000000e+00
-9.510565162951535312e-01,3.090169943749478954e-01,-1.619726921091126762e-13,3.090169943749478954e-01,9.510565162951534202e-01,1.795455123637502845e-16,1.541006669068243513e-13,-4.988155655687174542e-14,-1.000000000000000000e+00
-9.557930147982773850e-01,2.940403252324753081e-01,1.801486050031424808e-13,2.940403252324753081e-01,9.557930147982773850e-01,5.880082215021452761e-17,-1.721674884747886059e-13,5.302715582037631818e-14,-1.000000000000000000e+00
-9.602936856769456186e-01,2.789911060392206155e-01,-1.472479019541892533e-14,2.789911060392205600e-01,9.602936856769455076e-01,4.533058368550968575e-19,1.414024951587538815e-14,-4.107650196082584155e-15,-1.000000000000000000e+00
-9.645574184577411225e-01,2.638730499655816408e-01,1.283817644858557861e-13,2.638730499655815853e-01,9.645574184577410115e-01,1.252449240702562192e-16,-1.237985345694196039e-13,3.399729367548188595e-14,-1.000000000000000000e+00
-9.685831611286247478e-01,2.486898871648796638e-01,2.944958038687525087e-14,2.486898871648796638e-01,9.685831611286247478e-01,1.158368276549707922e-16,-2.849556021743212471e-14,7.436010424170223081e-15,-1.000000000000000000e+00
-9.723699203976349237e-01,2.334453638560788635e-01,5.360743929545132879e-14,2.334453638560788635e-01,9.723699203976349237e-01,2.476151187959820215e-16,-5.206845687893546633e-14,1.275518166507219775e-14,-1.000000000000000000e+00
-9.759167619387826287e-01,2.181432413963850236e-01,-6.994275341650698958e-14,2.181432413963849959e-01,9.759167619387826287e-01,-2.005046411013494981e-17,6.825393156208774725e-14,-1.527710652647464776e-14,-1.000000000000000000e+00
-9.792228106217979455e-01,2.027872953563573111e-01,-2.135094577848157341e-13,2.027872953563573111e-01,9.792228106217978345e-01,4.625345965411236120e-17,2.090827109603674782e-13,-4.325171303442164854e-14,-1.000000000000000000e+00
-9.822872507287216948e-01,1.873813145855518780e-01,-4.785556812690239434e-14,1.873813145855518780e-01,9.822872507287216948e-01,7.879286368994817583e-18,4.700939087847381515e-14,-8.959499543312302918e-15,-1.000000000000000000e+00
-9.851093261547491098e-01,1.719291002795511059e-01,1.067547288934017939e-13,1.719291002795511059e-01,9.851093261547492208e-01,1.814811755390507969e-16,-1.051338771487838921e-13,1.853302328777501560e-14,-1.000000000000000000e+00
-9.876883405951034645e-01,1.564344650404476400e-01,1.951034700442930282e-13,1.564344650404476400e-01,9.876883405951034645e-01,1.871140965635211059e-16,-1.926721514787967648e-13,3.070571737545075315e-14,-1.000000000000000000e+00
-9.900236577165427709e-01,1.409012319376861944e-01,1.449471534516943375e-13,1.409012319376861666e-01,9.900236577165427709e-01,7.236992753302501474e-17,-1.434909140239028156e-13,2.049488042756950039e-14,-1.000000000000000000e+00
-9.921147013144646643e-01,1.253332335644084250e-01,-1.619726921086792444e-13,1.253332335644084250e-01,9.921147013144646643e-01,1.793807333291784365e-16,1.607179714198493572e-13,-2.012259498844466148e-14,-1.000000000000000000e+00
-9.939609554552006898e-01,1.097343110908550190e-01,-1.263110908645050547e-13,1.097343110908550468e-01,9.939609554552006898e-01,5.713544851843388334e-17,1.255545622793541544e-13,-1.380387013415111308e-14,-1.000000000000000000e+00
-9.955619646030646752e-01,9.410831331867543226e-02,6.626155586113924828e-14,9.410831331867543226e-02,9.955619646030646752e-01,1.753042401688499670e-16,-6.595098714441162074e-14,6.410289493708755761e-15,-1.000000000000000000e+00
-9.969173337331292961e-01,7.845909572782906738e-02,1.417261055947648285e-13,7.845909572782905350e-02,9.969173337331291851e-01,6.775194335821024600e-17,-1.412838955537031774e-13,1.118724517271996695e-14,-1.000000000000000000e+00
-9.980267284282668960e-01,6.279051952938823067e-02,-1.472479019653292946e-14,6.279051952938823067e-02,9.980267284282667850e-01,8.024896566943918290e-19,1.469578457538083907e-14,-9.237763202748772677e-16,-1.000000000000000000e+00
-9.988898749619612438e-01,4.710645070982519278e-02,5.360743929655301407e-14,4.710645070982518584e-02,9.988898749619613548e-01,2.473243287675999830e-16,-5.353627776466235047e-14,2.772305964740739498e-15,-1.000000000000000000e+00
-9.995065603657296016e-01,3.141075907818684232e-02,2.944958038767309848e-14,3.141075907818684232e-02,9.995065603657297126e-01,1.155332119269484276e-16,-2.943141981161182795e-14,1.040509877772005199e-15,-1.000000000000000000e+00
-9.998766324816592554e-01,1.570731731190207203e-02,-4.095332272171753925e-14,1.570731731190207550e-02,9.998766324816592554e-01,1.550382806411805378e-16,4.095070564739508265e-14,-4.882476810134966599e-16,-1.000000000000000000e+00
-1.000000000000000000e+00,-4.992885884599712762e-14,-9.202993869782688556e-14,-4.992885884599716549e-14,1.000000000000000000e+00,1.803518733270855746e-16,9.202993869782687293e-14,1.803518733316805168e-16,-1.000000000000000000e+00
-9.998766324816602546e-01,-1.570731731184229693e-02,1.235501927037314079e-13,-1.570731731184229693e-02,9.998766324816602546e-01,1.872115891103477901e-16,-1.235378912149017442e-13,-1.753453587455577536e-15,-1.000000000000000000e+00
-9.995065603657345976e-01,-3.141075907803279194e-02,-4.785556812767338281e-14,-3.141075907803279194e-02,9.995065603657345976e-01,-1.434839182323275778e-17,4.783240498751761316e-14,1.488838409242714279e-15,-1.000000000000000000e+00
-9.988898749619703477e-01,-4.710645070963487974e-02,1.796884553120554476e-13,-4.710645070963487974e-02,9.988898749619703477e-01,2.219895728731267089e-16,-1.794994357996412633e-13,-8.242742226557671234e-15,-1.000000000000000000e+00
-9.980267284282696716e-01,-6.279051952934408543e-02,5.521796321817705707e-14,-6.279051952934408543e-02,9.980267284282695606e-01,1.193665993600936606e-16,-5.511649827189805344e-14,-3.348033541178588018e-15,-1.000000000000000000e+00
-9.969173337331033169e-01,-7.845909572815779054e-02,-1.944132455047909237e-13,-7.845909572815779054e-02,9.969173337331033169e-01,4.212861150196727959e-17,1.938106289782726913e-13,1.529548618293465750e-14,-1.000000000000000000e+00
-9.955619646030815506e-01,-9.410831331849708881e-02,5.521796321817657744e-14,-9.410831331849710268e-02,9.955619646030815506e-01,1.193829858434737055e-16,-5.498413887430523434e-14,-5.077616223418900041e-15,-1.000000000000000000e+00
-9.939609554551563919e-01,-1.097343110912561703e-01,-1.944132455047891062e-13,-1.097343110912561703e-01,9.939609554551563919e-01,4.215340548117639735e-17,1.932345495801674203e-13,2.137570240167104740e-14,-1.000000000000000000e+00
-9.921147013144759885e-01,-1.253332335643186357e-01,5.521796321807896695e-14,-1.253332335643186357e-01,9.921147013144759885e-01,1.193990308034060505e-16,-5.479751775191318122e-14,-6.802188347174688849e-15,-1.000000000000000000e+00
-9.900236577165626439e-01,-1.409012319375470557e-01,1.541501473251309818e-14,-1.409012319375470557e-01,9.900236577165626439e-01,9.372835781142296712e-17,-1.527443571032043110e-14,-2.079201274514301210e-15,-1.000000000000000000e+00
-9.876883405951007999e-01,-1.564344650404636827e-01,-1.766974823012372079e-13,-1.564344650404636550e-01,9.876883405951007999e-01,1.658977108356614954e-16,1.744960909617951931e-13,2.780543135251464327e-14,-1.000000000000000000e+00
-9.851093261547752000e-01,-1.719291002794020307e-01,1.541501473252945600e-14,-1.719291002794020307e-01,9.851093261547752000e-01,9.373314043583402503e-17,-1.520159023032952310e-14,-2.557952222944401316e-15,-1.000000000000000000e+00
-9.822872507286635191e-01,-1.873813145858564955e-01,-1.766974823013766785e-13,-1.873813145858564400e-01,9.822872507286634081e-01,1.658888850285325302e-16,1.735365996231441485e-13,3.327275705444419036e-14,-1.000000000000000000e+00
-9.792228106217865102e-01,-2.027872953564122116e-01,1.541501473252214799e-14,-2.027872953564122394e-01,9.792228106217865102e-01,9.373797334055124127e-17,-1.511374292224251028e-14,-3.034178783770890569e-15,-1.000000000000000000e+00
-9.759167619387912884e-01,-2.181432413963466099e-01,7.362395096139480842e-14,-2.181432413963466099e-01,9.759167619387911774e-01,7.604276471367841744e-17,-7.186743603856416120e-14,-1.598635589841608686e-14,-1.000000000000000000e+00
-9.723699203976465810e-01,-2.334453638560307909e-01,-3.451122700907216808e-14,-2.334453638560307631e-01,9.723699203976464700e-01,2.553188049843829636e-16,3.349807606830774517e-14,8.304750272329614971e-15,-1.000000000000000000e+00
-9.685831611286647158e-01,-2.486898871647242326e-01,7.362395096123022049e-14,-2.486898871647242049e-01,9.685831611286646048e-01,7.603034867713089545e-17,-7.132982713564377143e-14,-1.823589034170612128e-14,-1.000000000000000000e+00
-9.645574184578095123e-01,-2.638730499653306749e-01,-3.451122700915199450e-14,-2.638730499653306749e-01,9.645574184578096233e-01,2.552934555245391770e-16,3.322069496901364198e-14,9.352827925360759250e-15,-1.000000000000000000e+00
-9.602936856769666019e-01,-2.789911060391483955e-01,7.362395096142670365e-14,-2.789911060391483955e-01,9.602936856769666019e-01,7.601825474795075076e-17,-7.072182363981999497e-14,-2.046742765966982009e-14,-1.000000000000000000e+00
-9.557930147983753066e-01,-2.940403252321567296e-01,-7.431417549954921033e-14,-2.940403252321567851e-01,9.557930147983754177e-01,2.460827602287917932e-16,7.095661158811802480e-14,2.208656851653601054e-14,-1.000000000000000000e+00
-9.510565162951669649e-01,-3.090169943749064285e-01,9.571113624973574316e-14,-3.090169943749063730e-01,9.510565162951668539e-01,2.545956054404154602e-16,-9.110537418109999946e-14,-2.933423284252626204e-14,-1.000000000000000000e+00
-9.460853588276173509e-01,-3.239174181979391220e-01,8.995926507760045140e-14,-3.239174181979390665e-01,9.460853588276172399e-01,2.334426200786882893e-17,-8.511670519388970535e-14,-2.911728722242208615e-14,-1.000000000000000000e+00
-9.408807689542018071e-01,-3.387379202453568161e-01,9.571113624983950677e-14,-3.387379202453568161e-01,9.408807689542018071e-01,2.545767494307589377e-16,-9.013900227087439825e-14,-3.218146486982834823e-14,-1.000000000000000000e+00
-9.354440308299503126e-01,-3.534748437790371511e-01,8.995926507766684193e-14,-3.534748437790371511e-01,9.354440308299504236e-01,2.334449196510196003e-17,-8.416010922540314866e-14,-3.177649970414377313e-14,-1.000000000000000000e+00
-9.297764858882139327e-01,-3.681245526847725658e-01,4.785556812809713365e-14,-3.681245526847725658e-01,9.297764858882140437e-01,2.769994063699569237e-16,-4.459695224689005652e-14,-1.735926207598363619e-14,-1.000000000000000000e+00
-9.238795325112899581e-01,-3.826834323650820657e-01,1.235501927037096732e-13,-3.826834323650821212e-01,9.238795325112899581e-01,1.872065414893265398e-16,-1.142171351186414077e-13,-4.710765552118872501e-14,-1.000000000000000000e+00
-9.177546256840199979e-01,-3.971478906346910809e-01,-4.785556812808229675e-14,-3.971478906346910254e-01,9.177546256840198868e-01,-1.399920071813634055e-17,4.392522876732006385e-14,1.899289010597768506e-14,-1.000000000000000000e+00
-9.114032766354560611e-01,-4.115143586050847291e-01,1.235501927036471197e-13,-4.115143586050847846e-01,9.114032766354561721e-01,1.872053709898942522e-16,-1.126810881572163423e-13,-5.067205871745202532e-14,-1.000000000000000000e+00
-9.048270524660366743e-01,-4.257792915650361887e-01,-4.785556812817158950e-14,-4.257792915650361887e-01,9.048270524660367853e-01,-1.397498139927958061e-17,4.330696291118093091e-14,2.036326495382744443e-14,-1.000000000000000000e+00
-8.980275757606037690e-01,-4.399391698559393382e-01,1.235501927036881405e-13,-4.399391698559393937e-01,8.980275757606038800e-01,1.872040976677355354e-16,-1.110338384537700574e-13,-5.418645477160088266e-14,-1.000000000000000000e+00
-8.910065241883750042e-01,-4.539904997395327046e-01,5.521796321814221466e-14,-4.539904997395327046e-01,8.910065241883751153e-01,1.195530668526503676e-16,-4.925384143632426257e-14,-2.496190815345107764e-14,-1.000000000000000000e+00
-8.837656300886346239e-01,-4.679298142606843069e-01,-1.944132455047816593e-13,-4.679298142606844180e-01,8.837656300886347349e-01,4.242488695190849242e-17,1.717958925416383775e-13,9.100924751581780493e-14,-1.000000000000000000e+00
-8.763066800438449322e-01,-4.817536741017492408e-01,5.521796321821082032e-14,-4.817536741017492408e-01,8.763066800438448212e-01,1.195649947722044103e-16,-4.844547090205892946e-14,-2.649668105317002204e-14,-1.000000000000000000e+00
-8.686315144381442366e-01,-4.954586684324901458e-01,-1.944132455048517607e-13,-4.954586684324901458e-01,8.686315144381441256e-01,4.244520675651948148e-17,1.688524420240931848e-13,9.636059698769820534e-14,-1.000000000000000000e+00
-8.607420270038980137e-01,-5.090414157504483672e-01,5.521796321816701645e-14,-5.090414157504484782e-01,8.607420270038981247e-01,1.195765782064296860e-16,-4.758929101809256004e-14,-2.800530558512433778e-14,-1.000000000000000000e+00
-8.526401643540634234e-01,-5.224985647159957614e-01,7.454425034725714669e-14,-5.224985647159958724e-01,8.526401643540635344e-01,2.680074623092022595e-16,-6.369945538212552215e-14,-3.872074988756030599e-14,-1.000000000000000000e+00
-8.443279255019675578e-01,-5.358267949790713747e-01,-1.766974823012338000e-13,-5.358267949790713747e-01,8.443279255019676688e-01,1.658138640604704047e-16,1.491017711614787734e-13,9.481924689820294964e-14,-1.000000000000000000e+00
-8.358073613684300351e-01,-5.490228179978884349e-01,1.541501473253264615e-14,-5.490228179978885459e-01,8.358073613684301462e-01,9.379914038004563340e-17,-1.293548065743081965e-14,-8.384796815914368550e-15,-1.000000000000000000e+00
-8.270805742744271605e-01,-5.620833778523287583e-01,-1.766974823010998073e-13,-5.620833778523287583e-01,8.270805742744271605e-01,1.658100691529438038e-16,1.460498560506876270e-13,9.945585599701974780e-14,-1.000000000000000000e+00
-8.181497174250204063e-01,-5.750052520432827885e-01,1.541501473256072329e-14,-5.750052520432828995e-01,8.181497174250205173e-01,9.380440186281182735e-17,-1.266572797128297852e-14,-8.786968386669714402e-15,-1.000000000000000000e+00
-8.090169943749907500e-01,-5.877852522924136291e-01,-2.996959292928243933e-24,-5.877852522924136291e-01,8.090169943749907500e-01,2.298596953103166869e-16,-1.351081365752407995e-16,1.859604015894720370e-16,-1.000000000000000000e+00
-7.996846584871072361e-01,-6.004202253258620336e-01,-3.451122700853665144e-14,-6.004202253258619226e-01,7.996846584871072361e-01,2.550385674757325780e-16,2.744496847014209379e-14,2.092518912647041749e-14,-1.000000000000000000e+00
-7.901550123757804522e-01,-6.129070536528604674e-01,7.362395096158930997e-14,-6.129070536528605784e-01,7.901550123757804522e-01,7.589850072330254289e-17,-5.822085260966342749e-14,-4.506466728137205470e-14,-1.000000000000000000e+00
-7.804304073382842821e-01,-6.252426563357618150e-01,-3.451122700846591901e-14,-6.252426563357619260e-01,7.804304073382843931e-01,2.550214118244539768e-16,2.677416068700944040e-14,2.177691771248986677e-14,-1.000000000000000000e+00
-7.705132427758636382e-01,-6.374239897485997064e-01,7.362395096150263624e-14,-6.374239897485997064e-01,7.705132427758636382e-01,7.589061503628986891e-17,-5.677660369993946733e-14,-4.687119783904839912e-14,-1.000000000000000000e+00
-7.604059656000035083e-01,-6.494480483302155216e-01,-3.451122700914248399e-14,-6.494480483302156326e-01,7.604059656000036194e-01,2.550048867957951208e-16,2.607693047188372077e-14,2.260715626374529248e-14,-1.000000000000000000e+00
-7.501110696304695846e-01,-6.613118653236403910e-01,9.571113624969040575e-14,-6.613118653236405020e-01,7.501110696304696956e-01,2.543806696853458492e-16,-7.196220774297478848e-14,-6.310409628929687555e-14,-1.000000000000000000e+00
-7.396310949787888722e-01,-6.730125135095763600e-01,8.995926507768200068e-14,-6.730125135095763600e-01,7.396310949787888722e-01,2.333229158717403939e-17,-6.655237265710009984e-14,-6.052645381503004351e-14,-1.000000000000000000e+00
-7.289686274214496331e-01,-6.845471059286480919e-01,9.571113624981374573e-14,-6.845471059286480919e-01,7.289686274214495221e-01,2.543668814528999544e-16,-6.994454173351675856e-14,-6.533335584851834669e-14,-1.000000000000000000e+00
-7.181262977634269573e-01,-6.959127965920687275e-01,8.995926507775217775e-14,-6.959127965920686165e-01,7.181262977634269573e-01,2.333011201394485052e-17,-6.461834970330133613e-14,-6.258704977265873348e-14,-1.000000000000000000e+00
-7.071067811865541231e-01,-7.071067811865411334e-01,9.571113624981414962e-14,-7.071067811865410224e-01,7.071067811865540120e-01,2.543534968599925552e-16,-6.785784855976200054e-14,-6.749813839486433586e-14,-1.000000000000000000e+00
-6.959127965923231907e-01,-7.181262977631802658e-01,1.235501927036263443e-13,-7.181262977631802658e-01,6.959127965923231907e-01,1.871841232340375511e-16,-8.611458196531915695e-14,-8.859437864750519582e-14,-1.000000000000000000e+00
-6.845471059286845072e-01,-7.289686274214153272e-01,-4.785556812775897107e-14,-7.289686274214153272e-01,6.845471059286845072e-01,-1.374196491256925617e-17,3.276940812573079175e-14,3.487580079025381667e-14,-1.000000000000000000e+00
-6.730125135098085076e-01,-7.396310949785777078e-01,1.235501927037227746e-13,-7.396310949785778188e-01,6.730125135098085076e-01,1.871817972337174754e-16,-8.328927121380169226e-14,-9.125558862242922113e-14,-1.000000000000000000e+00
-6.613118653235311450e-01,-7.501110696305660630e-01,-4.785556812766849819e-14,-7.501110696305660630e-01,6.613118653235310340e-01,-1.372734004492126503e-17,3.165775205435005687e-14,3.588791334317280410e-14,-1.000000000000000000e+00
-6.494480483301526830e-01,-7.604059656000574652e-01,1.235501927036491392e-13,-7.604059656000574652e-01,6.494480483301526830e-01,1.871793988557420971e-16,-8.038176385372653801e-14,-9.382674028761702887e-14,-1.000000000000000000e+00
